you,ты
spill,проливать
spiritual,духовный
spite,назло
spokesman,представитель
stall,стойло
stare,глазеть
steep,крутой
straightforward,простой
strategic,стратегический
strengthen,укреплять
string,строка
subsequent,последующий
subsequently,впоследствии
suggestion,предложение
surprisingly,удивительно
sustain,выдерживать
sweep,сметать
technique,техника
terrorist,террорист
theme,тема
theoretical,теоретический
thus,таким образом
tile,плитка
trailer,трейлер
transform,преобразовать
transition,переход
transportation,транспорт
tray,лоток
tremendous,огромный
troop,отряд
unemployment,безработица
vague,расплывчатый
abnormal,аномальный
absent,отсутствует
abstract,Абстрактные
abundant,обильный
accessible,доступный
acute,острый
addicted,зависимый
aesthetic,эстетический
agile,проворный
ambiguous,двусмысленный
ambitious,честолюбивый
ample,обильный
anonymous,анонимный
artificial,искусственный
artistic,артистический
assertive,напористый
astonishing,удивительно
automatic,автоматический
balanced,сбалансированный
backyard,задний двор
baggage,Багаж
ballet,балет
barbarian,варвар
barber,парикмахер
barefoot,босиком
bark,лай
bathe,купаться
beak,клюв
been,был
beginner,новичок
beginning,начало
beige,бежевый
being,будучи
